year,hijri,subject,gender,level,location,value
2008,1429,Personal Services,female,undergrad,local,0
2008,1429,Physical Sciences,female,diploma,local,0
2008,1429,Social Services,female,diploma,local,0
2008,1429,Teachers Training,female,diploma,local,0
2008,1429,Teachers Training,male,grad,local,0
2009,1430,Engineering and Engeneering Trades,male,diploma,local,16156
2009,1430,Humanities,female,undergrad,local,13693
2009,1430,Islamic Studies,female,undergrad,local,8692
2009,1430,Social and Behavioral Sciences,female,undergrad,local,6018
2009,1430,Teachers Training,male,undergrad,local,4688
2009,1430,Humanities,male,undergrad,local,4524
2009,1430,Physical Sciences,female,undergrad,local,4406
2009,1430,Business and Management,male,undergrad,local,4051
2009,1430,Islamic Studies,male,undergrad,local,3369
2009,1430,Mathematics and Statistics,female,undergrad,local,3302
2009,1430,Engineering and Engeneering Trades,male,undergrad,local,3229
2009,1430,Health,male,diploma,local,3151
2009,1430,Teachers Training,female,undergrad,local,2934
2009,1430,Education,female,undergrad,local,2868
2009,1430,Life Sciences,female,undergrad,local,2545
2009,1430,Information Technology,female,undergrad,local,2428
2009,1430,Business and Management,female,undergrad,local,1919
2009,1430,Health,male,undergrad,local,1840
2009,1430,Information Technology,male,undergrad,local,1656
2009,1430,Information Technology,female,diploma,local,1628
2009,1430,Health,female,undergrad,local,1515
2009,1430,Health,female,diploma,local,1455
2009,1430,Physical Sciences,male,undergrad,local,1393
2009,1430,Business and Management,male,diploma,local,1251
2009,1430,Arts,female,undergrad,local,1235
2009,1430,Education,male,grad,local,1123
2009,1430,Social and Behavioral Sciences,male,undergrad,local,1115
2009,1430,Education,female,grad,local,965
2009,1430,Education,male,undergrad,local,945
2009,1430,Mathematics and Statistics,male,undergrad,local,886
2009,1430,Manufacturing and Processing,female,diploma,local,770
2009,1430,Journalism and Media,male,undergrad,local,656
2009,1430,Information Technology,male,diploma,local,645
2009,1430,Life Sciences,male,undergrad,local,575
2009,1430,Islamic Studies,male,grad,local,547
2009,1430,Architecture and Construction,male,undergrad,local,450
2009,1430,Journalism and Media,female,undergrad,local,402
2009,1430,Business and Management,female,diploma,local,342
2009,1430,Business and Management,male,grad,local,296
2009,1430,Social Services,female,undergrad,local,293
2009,1430,"Agriculture, Forestry and Fishery",male,undergrad,local,227
2009,1430,Education,male,diploma,local,202
2009,1430,Humanities,female,grad,local,150
2009,1430,Education,female,diploma,local,138
2009,1430,Social and Behavioral Sciences,female,grad,local,123
2009,1430,Humanities,female,diploma,local,120
2009,1430,"Agriculture, Forestry and Fishery",female,undergrad,local,110
2009,1430,Humanities,male,grad,local,109
2009,1430,Life Sciences,male,diploma,local,109
2009,1430,Manufacturing and Processing,female,undergrad,local,106
2009,1430,  Veterinary Medicine,male,undergrad,local,100
2009,1430,Personal Services,male,diploma,local,90
2009,1430,Humanities,male,diploma,local,89
2009,1430,"Agriculture, Forestry and Fishery",male,diploma,local,87
2009,1430,Islamic Studies,female,grad,local,80
2009,1430,Social and Behavioral Sciences,male,grad,local,75
2009,1430,Business and Management,female,grad,local,73
2009,1430,Teachers Training,male,diploma,local,72
2009,1430,Engineering and Engeneering Trades,male,grad,local,69
2009,1430,Law,male,grad,local,68
2009,1430,Health,female,grad,local,62
2009,1430,Mathematics and Statistics,female,grad,local,58
2009,1430,Physical Sciences,male,grad,local,56
2009,1430,Physical Sciences,female,grad,local,56
2009,1430,Life Sciences,female,grad,local,55
2009,1430,Social Services,male,grad,local,41
2009,1430,Architecture and Construction,male,diploma,local,38
2009,1430,Engineering and Engeneering Trades,female,diploma,local,37
2009,1430,Physical Sciences,male,diploma,local,35
2009,1430,Social Services,female,grad,local,34
2009,1430,Health,male,grad,local,32
2009,1430,Architecture and Construction,female,undergrad,local,28
2009,1430,Information Technology,male,grad,local,27
2009,1430,Information Technology,female,grad,local,26
2009,1430,Architecture and Construction,male,grad,local,25
2009,1430,Mathematics and Statistics,male,diploma,local,24
2009,1430,Life Sciences,male,grad,local,21
2009,1430,Social and Behavioral Sciences,male,diploma,local,21
2009,1430,Arts,female,grad,local,18
2009,1430,"Agriculture, Forestry and Fishery",male,grad,local,16
2009,1430,Journalism and Media,male,diploma,local,16
2009,1430,Environmental Protection,male,grad,local,15
2009,1430,  Veterinary Medicine,male,grad,local,11
2009,1430,Journalism and Media,male,grad,local,7
2009,1430,Mathematics and Statistics,male,grad,local,7
2009,1430,Teachers Training,male,grad,local,7
2009,1430,Journalism and Media,female,grad,local,5
2009,1430,Manufacturing and Processing,female,grad,local,5
2009,1430,Architecture and Construction,female,grad,local,3
2009,1430,Teachers Training,female,grad,local,2
2009,1430,Arts,male,grad,local,1
2009,1430,  Veterinary Medicine,male,diploma,local,0
2009,1430,  Veterinary Medicine,female,diploma,local,0
2009,1430,  Veterinary Medicine,female,undergrad,local,0
2009,1430,  Veterinary Medicine,female,grad,local,0
2009,1430, Basic Programs,male,diploma,local,0
2009,1430, Basic Programs,female,diploma,local,0
2009,1430, Basic Programs,male,undergrad,local,0
2009,1430, Basic Programs,female,undergrad,local,0
2009,1430, Basic Programs,male,grad,local,0
2009,1430, Basic Programs,female,grad,local,0
2009,1430,"Agriculture, Forestry and Fishery",female,diploma,local,0
2009,1430,"Agriculture, Forestry and Fishery",female,grad,local,0
2009,1430,Architecture and Construction,female,diploma,local,0
2009,1430,Arts,male,diploma,local,0
2009,1430,Arts,female,diploma,local,0
2009,1430,Arts,male,undergrad,local,0
2009,1430,Engineering and Engeneering Trades,female,undergrad,local,0
2009,1430,Engineering and Engeneering Trades,female,grad,local,0
2009,1430,Environmental Protection,male,diploma,local,0
2009,1430,Environmental Protection,female,diploma,local,0
2009,1430,Environmental Protection,male,undergrad,local,0
2009,1430,Environmental Protection,female,undergrad,local,0
2009,1430,Environmental Protection,female,grad,local,0
2009,1430,Islamic Studies,male,diploma,local,0
2009,1430,Islamic Studies,female,diploma,local,0
2009,1430,Journalism and Media,female,diploma,local,0
2009,1430,Law,male,diploma,local,0
2009,1430,Law,female,diploma,local,0
2009,1430,Law,male,undergrad,local,0
2009,1430,Law,female,undergrad,local,0
2009,1430,Law,female,grad,local,0
2009,1430,Life Sciences,female,diploma,local,0
2009,1430,Manufacturing and Processing,male,diploma,local,0
2009,1430,Manufacturing and Processing,male,undergrad,local,0
2009,1430,Manufacturing and Processing,male,grad,local,0
2009,1430,Mathematics and Statistics,female,diploma,local,0
2009,1430,Other,male,diploma,local,0
2009,1430,Other,female,diploma,local,0
2009,1430,Other,male,undergrad,local,0
2009,1430,Other,female,undergrad,local,0
2009,1430,Other,male,grad,local,0
2009,1430,Other,female,grad,local,0
2009,1430,Personal Services,female,diploma,local,0
2009,1430,Personal Services,male,undergrad,local,0
2009,1430,Personal Services,female,undergrad,local,0
2009,1430,Personal Services,male,grad,local,0
2009,1430,Personal Services,female,grad,local,0
2009,1430,Physical Sciences,female,diploma,local,0
2009,1430,Social and Behavioral Sciences,female,diploma,local,0
2009,1430,Social Services,male,diploma,local,0
2009,1430,Social Services,female,diploma,local,0
2009,1430,Social Services,male,undergrad,local,0
2009,1430,Teachers Training,female,diploma,local,0
2010,1431,Engineering and Engeneering Trades,male,diploma,local,17763
2010,1431,Humanities,female,undergrad,local,13700
2010,1431,Islamic Studies,female,undergrad,local,8947
2010,1431,Social and Behavioral Sciences,female,undergrad,local,6013
2010,1431,Teachers Training,female,undergrad,local,4639
2010,1431,Business and Management,male,undergrad,local,4227
2010,1431,Physical Sciences,female,undergrad,local,3908
2010,1431,Humanities,male,undergrad,local,3858
2010,1431,Islamic Studies,male,undergrad,local,3467
2010,1431,Mathematics and Statistics,female,undergrad,local,2967
2010,1431,Teachers Training,male,undergrad,local,2923
2010,1431,Health,male,diploma,local,2887
2010,1431,Business and Management,female,undergrad,local,2862
2010,1431,Life Sciences,female,undergrad,local,2853
2010,1431,Education,female,undergrad,local,2819
2010,1431,Health,female,diploma,local,2691
2010,1431,Health,female,undergrad,local,2390
2010,1431,Engineering and Engeneering Trades,male,undergrad,local,2351
2010,1431,Information Technology,female,undergrad,local,2062
2010,1431,Information Technology,male,undergrad,local,1844
2010,1431,Manufacturing and Processing,female,diploma,local,1683
2010,1431,Business and Management,male,diploma,local,1651
2010,1431,Health,male,undergrad,local,1600
2010,1431,Social and Behavioral Sciences,male,undergrad,local,1394
2010,1431,Arts,female,undergrad,local,1271
2010,1431,Physical Sciences,male,undergrad,local,1210
2010,1431,Information Technology,female,diploma,local,1206
2010,1431,Education,male,grad,local,833
2010,1431,Architecture and Construction,male,undergrad,local,756
2010,1431,Business and Management,female,diploma,local,747
2010,1431,Mathematics and Statistics,male,undergrad,local,720
2010,1431,Information Technology,male,diploma,local,662
2010,1431,Social Services,female,undergrad,local,658
2010,1431,Education,female,diploma,local,622
2010,1431,Journalism and Media,female,undergrad,local,608
2010,1431,Personal Services,female,undergrad,local,547
2010,1431,Journalism and Media,male,undergrad,local,540
2010,1431,Education,female,grad,local,509
2010,1431,Life Sciences,male,undergrad,local,476
2010,1431,Education,male,diploma,local,466
2010,1431,Law,male,undergrad,local,445
2010,1431,Islamic Studies,male,grad,local,366
2010,1431,Teachers Training,female,diploma,local,249
2010,1431,Manufacturing and Processing,female,undergrad,local,246
2010,1431,Education,male,undergrad,local,238
2010,1431,Teachers Training,male,diploma,local,234
2010,1431,Law,female,undergrad,local,213
2010,1431,Humanities,female,grad,local,193
2010,1431,Business and Management,male,grad,local,183
2010,1431,"Agriculture, Forestry and Fishery",male,undergrad,local,176
2010,1431,Law,male,grad,local,163
2010,1431,Health,female,grad,local,131
2010,1431,Health,male,grad,local,127
2010,1431,Islamic Studies,female,grad,local,119
2010,1431,Personal Services,male,undergrad,local,117
2010,1431,Social Services,male,diploma,local,114
2010,1431,Social and Behavioral Sciences,female,grad,local,103
2010,1431,Humanities,male,grad,local,97
2010,1431,Social and Behavioral Sciences,male,grad,local,97
2010,1431,Social and Behavioral Sciences,male,diploma,local,86
2010,1431,Personal Services,male,diploma,local,83
2010,1431,Arts,male,undergrad,local,79
2010,1431,Life Sciences,female,grad,local,75
2010,1431,Business and Management,female,grad,local,72
2010,1431,Humanities,female,diploma,local,71
2010,1431,"Agriculture, Forestry and Fishery",male,diploma,local,67
2010,1431,Social Services,female,diploma,local,65
2010,1431,Social Services,male,undergrad,local,63
2010,1431,Social Services,male,grad,local,63
2010,1431,Humanities,male,diploma,local,61
2010,1431,Physical Sciences,female,grad,local,59
2010,1431,Architecture and Construction,male,grad,local,56
2010,1431,Law,male,diploma,local,51
2010,1431,Mathematics and Statistics,female,grad,local,51
2010,1431,Architecture and Construction,male,diploma,local,47
2010,1431,Engineering and Engeneering Trades,male,grad,local,47
2010,1431,Life Sciences,male,grad,local,43
2010,1431,  Veterinary Medicine,male,undergrad,local,42
2010,1431,Teachers Training,male,grad,local,36
2010,1431,Physical Sciences,male,diploma,local,32
2010,1431,Arts,female,grad,local,30
2010,1431,Physical Sciences,male,grad,local,28
2010,1431,Teachers Training,female,grad,local,24
2010,1431,Social Services,female,grad,local,23
2010,1431,"Agriculture, Forestry and Fishery",male,grad,local,18
2010,1431,Information Technology,male,grad,local,18
2010,1431,Journalism and Media,female,grad,local,16
2010,1431,Information Technology,female,grad,local,15
2010,1431,Islamic Studies,male,diploma,local,13
2010,1431,Arts,male,grad,local,12
2010,1431,Social and Behavioral Sciences,female,diploma,local,12
2010,1431,Transport Services,male,undergrad,local,11
2010,1431,  Veterinary Medicine,male,grad,local,10
2010,1431,Mathematics and Statistics,male,grad,local,10
2010,1431,Architecture and Construction,female,undergrad,local,9
2010,1431,Journalism and Media,male,grad,local,7
2010,1431,Environmental Protection,male,undergrad,local,6
2010,1431,Manufacturing and Processing,female,grad,local,3
2010,1431,Personal Services,female,grad,local,3
2010,1431,Architecture and Construction,female,grad,local,1
2010,1431,Environmental Protection,female,grad,local,1
2010,1431,  Veterinary Medicine,male,diploma,local,0
2010,1431,  Veterinary Medicine,female,diploma,local,0
2010,1431,  Veterinary Medicine,female,undergrad,local,0
2010,1431,  Veterinary Medicine,female,grad,local,0
2010,1431,"Agriculture, Forestry and Fishery",female,diploma,local,0
2010,1431,"Agriculture, Forestry and Fishery",female,undergrad,local,0
2010,1431,"Agriculture, Forestry and Fishery",female,grad,local,0
2010,1431,Architecture and Construction,female,diploma,local,0
2010,1431,Arts,male,diploma,local,0
2010,1431,Arts,female,diploma,local,0
2010,1431,Engineering and Engeneering Trades,female,diploma,local,0
2010,1431,Engineering and Engeneering Trades,female,undergrad,local,0
2010,1431,Engineering and Engeneering Trades,female,grad,local,0
2010,1431,Environmental Protection,male,diploma,local,0
2010,1431,Environmental Protection,female,diploma,local,0
2010,1431,Environmental Protection,female,undergrad,local,0
2010,1431,Environmental Protection,male,grad,local,0
2010,1431,Islamic Studies,female,diploma,local,0
2010,1431,Journalism and Media,male,diploma,local,0
2010,1431,Journalism and Media,female,diploma,local,0
2010,1431,Law,female,diploma,local,0
2010,1431,Law,female,grad,local,0
2010,1431,Life Sciences,male,diploma,local,0
2010,1431,Life Sciences,female,diploma,local,0
2010,1431,Manufacturing and Processing,male,diploma,local,0
2010,1431,Manufacturing and Processing,male,undergrad,local,0
2010,1431,Manufacturing and Processing,male,grad,local,0
2010,1431,Mathematics and Statistics,male,diploma,local,0
2010,1431,Mathematics and Statistics,female,diploma,local,0
2010,1431,Other,male,diploma,local,0
2010,1431,Other,female,diploma,local,0
2010,1431,Other,male,undergrad,local,0
2010,1431,Other,female,undergrad,local,0
2010,1431,Other,male,grad,local,0
2010,1431,Other,female,grad,local,0
2010,1431,Personal Services,female,diploma,local,0
2010,1431,Personal Services,male,grad,local,0
2010,1431,Physical Sciences,female,diploma,local,0
2010,1431,Transport Services,male,diploma,local,0
2010,1431,Transport Services,female,diploma,local,0
2010,1431,Transport Services,female,undergrad,local,0
2010,1431,Transport Services,male,grad,local,0
2010,1431,Transport Services,female,grad,local,0
2010,1431, Basic Programs,male,diploma,local,0
2010,1431, Basic Programs,female,diploma,local,0
2010,1431, Basic Programs,male,undergrad,local,0
2010,1431, Basic Programs,female,undergrad,local,0
2010,1431, Basic Programs,male,grad,local,0
2010,1431, Basic Programs,female,grad,local,0
2011,1432,Humanities,female,undergrad,local,15844
2011,1432,Islamic Studies,female,undergrad,local,10623
2011,1432,Business and Management,male,diploma,local,8834
2011,1432,Social and Behavioral Sciences,female,undergrad,local,6896
2011,1432,Information Technology,male,diploma,local,6465
2011,1432,Engineering and Engeneering Trades,male,diploma,local,5934
2011,1432,Business and Management,male,undergrad,local,4824
2011,1432,Physical Sciences,female,undergrad,local,4474
2011,1432,Islamic Studies,male,undergrad,local,4094
2011,1432,Humanities,male,undergrad,local,3545
2011,1432,Teachers Training,female,undergrad,local,3393
2011,1432,Business and Management,female,undergrad,local,3307
2011,1432,Mathematics and Statistics,female,undergrad,local,3260
2011,1432,Health,male,diploma,local,3257
2011,1432,Life Sciences,female,undergrad,local,2865
2011,1432,Engineering and Engeneering Trades,male,undergrad,local,2717
2011,1432,Information Technology,male,undergrad,local,2592
2011,1432,Health,female,undergrad,local,2587
2011,1432,Health,female,diploma,local,2546
2011,1432,Business and Management,female,diploma,local,2529
2011,1432,Teachers Training,male,undergrad,local,2407
2011,1432,Health,male,undergrad,local,2371
2011,1432,Information Technology,female,diploma,local,2207
2011,1432,Information Technology,female,undergrad,local,2056
2011,1432,Education,male,grad,local,2025
2011,1432,Education,female,grad,local,1717
2011,1432,Personal Services,female,diploma,local,1670
2011,1432,Social and Behavioral Sciences,male,undergrad,local,1586
2011,1432,Physical Sciences,male,undergrad,local,1280
2011,1432,Business and Management,male,grad,abroad,1153
2011,1432,Architecture and Construction,male,diploma,local,1094
2011,1432,Mathematics and Statistics,male,undergrad,local,1046
2011,1432,Architecture and Construction,male,undergrad,local,954
2011,1432,Journalism and Media,female,undergrad,local,710
2011,1432,Arts,female,undergrad,local,697
2011,1432,Business and Management,male,undergrad,abroad,650
2011,1432,Life Sciences,male,undergrad,local,630
2011,1432,Journalism and Media,male,undergrad,local,627
2011,1432,Law,male,undergrad,local,554
2011,1432,Education,male,diploma,local,524
2011,1432,Business and Management,male,grad,local,504
2011,1432,Engineering and Engeneering Trades,male,undergrad,abroad,495
2011,1432,Health,male,undergrad,abroad,469
2011,1432,Teachers Training,female,diploma,local,468
2011,1432,Information Technology,male,grad,abroad,458
2011,1432,Islamic Studies,male,grad,local,457
2011,1432,Education,female,undergrad,local,395
2011,1432,Environmental Protection,male,diploma,local,391
2011,1432,Engineering and Engeneering Trades,male,grad,abroad,381
2011,1432,Teachers Training,male,diploma,local,360
2011,1432,Business and Management,female,grad,abroad,353
2011,1432,Education,female,diploma,local,344
2011,1432,Education,male,undergrad,local,306
2011,1432,Information Technology,male,undergrad,abroad,279
2011,1432,Health,male,grad,abroad,274
2011,1432,Law,female,undergrad,local,268
2011,1432,Humanities,male,grad,local,252
2011,1432,Humanities,female,grad,local,245
2011,1432,Teachers Training,female,grad,local,245
2011,1432,Personal Services,female,undergrad,local,241
2011,1432,"Agriculture, Forestry and Fishery",male,diploma,local,229
2011,1432,Social and Behavioral Sciences,female,grad,local,223
2011,1432,Physical Sciences,male,diploma,local,212
2011,1432,Law,male,grad,abroad,201
2011,1432,Social Services,male,diploma,local,198
2011,1432,Personal Services,male,diploma,local,193
2011,1432,Social and Behavioral Sciences,male,diploma,local,188
2011,1432,"Agriculture, Forestry and Fishery",male,undergrad,local,179
2011,1432,Health,female,undergrad,abroad,170
2011,1432,Manufacturing and Processing,female,undergrad,local,169
2011,1432,Social and Behavioral Sciences,male,grad,local,165
2011,1432,Health,female,grad,abroad,158
2011,1432,Business and Management,female,grad,local,156
2011,1432,Islamic Studies,female,grad,local,150
2011,1432,Social Services,female,undergrad,local,145
2011,1432,Health,female,grad,local,144
2011,1432,Personal Services,male,undergrad,local,141
2011,1432,Physical Sciences,female,grad,local,134
2011,1432,Business and Management,female,undergrad,abroad,124
2011,1432,Health,male,grad,local,121
2011,1432,Law,male,grad,local,119
2011,1432,Information Technology,female,grad,abroad,118
2011,1432,Humanities,female,diploma,local,115
2011,1432,Teachers Training,male,grad,local,110
2011,1432,Arts,male,undergrad,local,105
2011,1432,Education,female,grad,abroad,105
2011,1432,Humanities,male,grad,abroad,98
2011,1432,Social and Behavioral Sciences,female,diploma,local,90
2011,1432,Mathematics and Statistics,female,grad,local,84
2011,1432,Humanities,female,grad,abroad,82
2011,1432,Humanities,male,diploma,local,82
2011,1432,Other,male,grad,abroad,82
2011,1432,Physical Sciences,male,grad,local,81
2011,1432,Education,male,grad,abroad,78
2011,1432,Architecture and Construction,male,grad,abroad,73
2011,1432,Information Technology,female,grad,local,73
2011,1432,Architecture and Construction,female,undergrad,local,71
2011,1432,  Veterinary Medicine,male,undergrad,local,65
2011,1432,Law,male,undergrad,abroad,64
2011,1432,Law,male,diploma,local,64
2011,1432,Architecture and Construction,male,undergrad,abroad,61
2011,1432,Physical Sciences,male,grad,abroad,61
2011,1432,Other,male,undergrad,abroad,60
2011,1432,Social and Behavioral Sciences,male,undergrad,abroad,60
2011,1432,Physical Sciences,female,grad,abroad,55
2011,1432,Life Sciences,male,grad,abroad,53
2011,1432,Social and Behavioral Sciences,male,grad,abroad,48
2011,1432,Humanities,female,undergrad,abroad,47
2011,1432,Social and Behavioral Sciences,female,grad,abroad,46
2011,1432,Teachers Training,female,grad,abroad,45
2011,1432,Engineering and Engeneering Trades,female,diploma,local,44
2011,1432,Business and Management,female,diploma,abroad,43
2011,1432,Life Sciences,female,grad,local,43
2011,1432,Engineering and Engeneering Trades,male,diploma,abroad,40
2011,1432,Social and Behavioral Sciences,female,undergrad,abroad,39
2011,1432,Information Technology,female,undergrad,abroad,36
2011,1432,Other,female,grad,abroad,36
2011,1432,"Agriculture, Forestry and Fishery",female,undergrad,local,35
2011,1432,Transport Services,male,undergrad,abroad,35
2011,1432,Business and Management,male,diploma,abroad,32
2011,1432,Engineering and Engeneering Trades,male,grad,local,32
2011,1432,Arts,female,grad,local,31
2011,1432,Life Sciences,female,grad,abroad,31
2011,1432,Manufacturing and Processing,male,grad,abroad,30
2011,1432,Mathematics and Statistics,female,grad,abroad,30
2011,1432,Architecture and Construction,male,grad,local,28
2011,1432,Mathematics and Statistics,male,grad,abroad,27
2011,1432,Information Technology,male,grad,local,26
2011,1432,Life Sciences,male,diploma,local,26
2011,1432,Life Sciences,male,grad,local,26
2011,1432,Manufacturing and Processing,male,undergrad,abroad,26
2011,1432,Teachers Training,male,undergrad,abroad,25
2011,1432,Humanities,male,undergrad,abroad,23
2011,1432,Law,female,grad,abroad,21
2011,1432,Teachers Training,male,grad,abroad,21
2011,1432,Transport Services,male,diploma,abroad,21
2011,1432,Social Services,female,grad,abroad,20
2011,1432,Arts,male,grad,local,18
2011,1432,Mathematics and Statistics,male,grad,local,18
2011,1432,Teachers Training,female,undergrad,abroad,17
2011,1432,"Agriculture, Forestry and Fishery",male,grad,local,16
2011,1432,Journalism and Media,female,grad,local,16
2011,1432,Law,female,undergrad,abroad,16
2011,1432,Engineering and Engeneering Trades,female,undergrad,abroad,15
2011,1432,Journalism and Media,male,undergrad,abroad,15
2011,1432,Environmental Protection,female,undergrad,local,14
2011,1432,Health,female,diploma,abroad,14
2011,1432,Journalism and Media,female,undergrad,abroad,14
2011,1432,Journalism and Media,male,grad,abroad,14
2011,1432,Journalism and Media,male,grad,local,14
2011,1432,Physical Sciences,male,undergrad,abroad,14
2011,1432,Social Services,male,undergrad,local,13
2011,1432,Transport Services,male,grad,abroad,13
2011,1432,Engineering and Engeneering Trades,female,grad,abroad,12
2011,1432,Architecture and Construction,female,grad,abroad,11
2011,1432,Information Technology,female,diploma,abroad,11
2011,1432,Physical Sciences,female,undergrad,abroad,11
2011,1432,Life Sciences,female,undergrad,abroad,10
2011,1432,Other,female,undergrad,abroad,10
2011,1432,Social Services,male,grad,abroad,10
2011,1432,Engineering and Engeneering Trades,female,undergrad,local,9
2011,1432,Environmental Protection,male,undergrad,local,9
2011,1432,Architecture and Construction,female,undergrad,abroad,8
2011,1432,Life Sciences,male,undergrad,abroad,8
2011,1432,Personal Services,female,grad,local,8
2011,1432,Transport Services,male,undergrad,local,8
2011,1432,Arts,male,diploma,local,7
2011,1432,Education,female,undergrad,abroad,7
2011,1432,Journalism and Media,female,grad,abroad,7
2011,1432,Security Services,male,undergrad,abroad,7
2011,1432,"Agriculture, Forestry and Fishery",male,grad,abroad,6
2011,1432,Law,female,diploma,abroad,6
2011,1432,Security Services,male,grad,abroad,6
2011,1432,Architecture and Construction,female,grad,local,5
2011,1432,Arts,male,grad,abroad,5
2011,1432,Health,male,diploma,abroad,5
2011,1432,Social Services,male,grad,local,5
2011,1432,Social Services,female,grad,local,5
2011,1432,Arts,male,undergrad,abroad,4
2011,1432,Arts,female,undergrad,abroad,4
2011,1432,Arts,female,grad,abroad,4
2011,1432,Education,male,undergrad,abroad,4
2011,1432,Information Technology,male,diploma,abroad,4
2011,1432,Manufacturing and Processing,female,grad,local,4
2011,1432,Mathematics and Statistics,male,undergrad,abroad,4
2011,1432,  Veterinary Medicine,male,grad,local,3
2011,1432,Law,male,diploma,abroad,3
2011,1432,Mathematics and Statistics,female,undergrad,abroad,3
2011,1432,Other,male,diploma,abroad,3
2011,1432,Social Services,female,undergrad,abroad,3
2011,1432,  Veterinary Medicine,male,grad,abroad,2
2011,1432,Engineering and Engeneering Trades,female,grad,local,2
2011,1432,Environmental Protection,male,grad,abroad,2
2011,1432,Environmental Protection,female,grad,abroad,2
2011,1432,Humanities,male,diploma,abroad,2
2011,1432,Life Sciences,male,diploma,abroad,2
2011,1432,Manufacturing and Processing,female,grad,abroad,2
2011,1432,Personal Services,male,undergrad,abroad,2
2011,1432,Transport Services,female,undergrad,abroad,2
2011,1432,Arts,female,diploma,abroad,1
2011,1432,Engineering and Engeneering Trades,female,diploma,abroad,1
2011,1432,Environmental Protection,female,undergrad,abroad,1
2011,1432,Humanities,female,diploma,abroad,1
2011,1432,Manufacturing and Processing,male,diploma,abroad,1
2011,1432,Personal Services,female,diploma,abroad,1
2011,1432,Personal Services,male,grad,abroad,1
2011,1432,Personal Services,male,grad,local,1
2011,1432,Physical Sciences,male,diploma,abroad,1
2011,1432,Physical Sciences,female,diploma,abroad,1
2011,1432,Social Services,female,diploma,abroad,1
2011,1432,Teachers Training,male,diploma,abroad,1
2011,1432,  Veterinary Medicine,male,diploma,abroad,0
2011,1432,  Veterinary Medicine,female,diploma,abroad,0
2011,1432,  Veterinary Medicine,male,undergrad,abroad,0
2011,1432,  Veterinary Medicine,female,undergrad,abroad,0
2011,1432,  Veterinary Medicine,female,grad,abroad,0
2011,1432,  Veterinary Medicine,male,diploma,local,0
2011,1432,  Veterinary Medicine,female,diploma,local,0
2011,1432,  Veterinary Medicine,female,undergrad,local,0
2011,1432,  Veterinary Medicine,female,grad,local,0
2011,1432, Basic Programs,male,diploma,local,0
2011,1432, Basic Programs,female,diploma,local,0
2011,1432, Basic Programs,male,undergrad,local,0
2011,1432, Basic Programs,female,undergrad,local,0
2011,1432, Basic Programs,male,grad,local,0
2011,1432, Basic Programs,female,grad,local,0
2011,1432,"Agriculture, Forestry and Fishery",male,diploma,abroad,0
2011,1432,"Agriculture, Forestry and Fishery",female,diploma,abroad,0
2011,1432,"Agriculture, Forestry and Fishery",male,undergrad,abroad,0
2011,1432,"Agriculture, Forestry and Fishery",female,undergrad,abroad,0
2011,1432,"Agriculture, Forestry and Fishery",female,grad,abroad,0
2011,1432,"Agriculture, Forestry and Fishery",female,diploma,local,0
2011,1432,"Agriculture, Forestry and Fishery",female,grad,local,0
2011,1432,Architecture and Construction,male,diploma,abroad,0
2011,1432,Architecture and Construction,female,diploma,abroad,0
2011,1432,Architecture and Construction,female,diploma,local,0
2011,1432,Arts,male,diploma,abroad,0
2011,1432,Arts,female,diploma,local,0
2011,1432,Education,male,diploma,abroad,0
2011,1432,Education,female,diploma,abroad,0
2011,1432,Environmental Protection,male,diploma,abroad,0
2011,1432,Environmental Protection,female,diploma,abroad,0
2011,1432,Environmental Protection,male,undergrad,abroad,0
2011,1432,Environmental Protection,female,diploma,local,0
2011,1432,Environmental Protection,male,grad,local,0
2011,1432,Environmental Protection,female,grad,local,0
2011,1432,Islamic Studies,male,diploma,local,0
2011,1432,Islamic Studies,female,diploma,local,0
2011,1432,Journalism and Media,male,diploma,abroad,0
2011,1432,Journalism and Media,female,diploma,abroad,0
2011,1432,Journalism and Media,male,diploma,local,0
2011,1432,Journalism and Media,female,diploma,local,0
2011,1432,Law,female,diploma,local,0
2011,1432,Law,female,grad,local,0
2011,1432,Life Sciences,female,diploma,abroad,0
2011,1432,Life Sciences,female,diploma,local,0
2011,1432,Manufacturing and Processing,female,diploma,abroad,0
2011,1432,Manufacturing and Processing,female,undergrad,abroad,0
2011,1432,Manufacturing and Processing,male,diploma,local,0
2011,1432,Manufacturing and Processing,female,diploma,local,0
2011,1432,Manufacturing and Processing,male,undergrad,local,0
2011,1432,Manufacturing and Processing,male,grad,local,0
2011,1432,Mathematics and Statistics,male,diploma,abroad,0
2011,1432,Mathematics and Statistics,female,diploma,abroad,0
2011,1432,Mathematics and Statistics,male,diploma,local,0
2011,1432,Mathematics and Statistics,female,diploma,local,0
2011,1432,Other,female,diploma,abroad,0
2011,1432,Other,male,diploma,local,0
2011,1432,Other,female,diploma,local,0
2011,1432,Other,male,undergrad,local,0
2011,1432,Other,female,undergrad,local,0
2011,1432,Other,male,grad,local,0
2011,1432,Other,female,grad,local,0
2011,1432,Personal Services,male,diploma,abroad,0
2011,1432,Personal Services,female,undergrad,abroad,0
2011,1432,Personal Services,female,grad,abroad,0
2011,1432,Physical Sciences,female,diploma,local,0
2011,1432,Security Services,male,diploma,abroad,0
2011,1432,Security Services,female,diploma,abroad,0
